Sample	Top over-represented sequence	Sum of remaining over-represented sequences
PDAC208Tkf1_fwd	0.9863365349825945	4.2923915819222325
PDAC208Tkf1_rev	0.275140772753494	1.7206373159934245
PDAC209T_F8-9kf1_fwd	0.3320588747222787	1.2188993488604862
PDAC209T_F8-9kf1_rev	0.16452881128925353	0.32279071557164374
PDAC209Tkf1_fwd	0.5041938016890076	3.0049502942700324
PDAC209Tkf1_rev	0.2817626528999125	2.050727144252061
PDAC210T_F8-9kf1_fwd	7.095416602787781	6.612442571754865
PDAC210T_F8-9kf1_rev	2.0801355962797743	6.394830491134346
PDAC210Tkf1_fwd	1.0011323538282593	5.092025580105946
PDAC210Tkf1_rev	0.3270091680096555	3.4219501707136
PDAC211T_F8-9kf1_fwd	0.6442151952738758	3.579525188752204
PDAC211T_F8-9kf1_rev	0.39386680379536265	2.096596556994924
PDAC211Tkf1_fwd	0.4249245214138986	2.6119291427039286
PDAC211Tkf1_rev	0.2665693793295259	1.2603974544341805
PDAC212T_F8-9kf1_fwd	4.043696636713416	1.476159802463794
PDAC212T_F8-9kf1_rev	1.8475790745003864	0.6880460596161062
PDAC213T_F8-9kf1_fwd	8.231715802738766	4.459787705401494
PDAC213T_F8-9kf1_rev	4.167511772759682	4.6363828018220525
PDAC213Tkf1_fwd	2.8263993713305053	8.587196174206156
PDAC213Tkf1_rev	0.7756364571041348	5.989066739115161
PDAC214T_F8-9kf1_fwd	12.539446696058043	4.278151282854061
PDAC214T_F8-9kf1_rev	5.646106977130097	6.039366761219323
PDAC214Tkf1_fwd	5.282991701764813	4.215071729075956
PDAC214Tkf1_rev	2.3313530920089365	3.265082316465926
PDAC215T_F8-9kf1_fwd	25.83214310318559	10.190531895249396
PDAC215T_F8-9kf1_rev	11.393341554930437	15.85790785904221
PDAC215Tkf1_fwd	3.4722763673176136	8.123394532686603
PDAC215Tkf1_rev	1.3879009039856374	7.080614792899316
PDAC216T_F8-9kf1_fwd	3.066270282474875	2.4831062448764625
PDAC216T_F8-9kf1_rev	1.2745081792755093	1.1321528203210807
PDAC216Tkf1_fwd	0.829496677614164	6.49224653284289
PDAC216Tkf1_rev	0.4836361023127038	3.8579633389634873
PDAC217T_F8-9kf1_fwd	6.757448881819664	4.482968643651414
PDAC217T_F8-9kf1_rev	2.5039350780417067	3.4424414118084004
PDAC217Tkf1_fwd	2.882249954183436	6.842767053270084
PDAC217Tkf1_rev	0.9554533200031421	5.137588406089609
PDAC218T_F8-9kf1_fwd	1.6721454694259004	1.816686603388054
PDAC218T_F8-9kf1_rev	0.7094265657125737	0.5538917726264067
PDAC218Tkf1_fwd	1.9572781252116822	14.504245719312058
PDAC218Tkf1_rev	0.6332985776541689	12.444026437147166
PDAC219T_F8-9kf1_fwd	5.277157474662278	6.256915220527723
PDAC219T_F8-9kf1_rev	2.392221929803851	5.0874069238807405
PDAC219Tkf1_fwd	1.5491205313200773	5.4441441342274715
PDAC219Tkf1_rev	0.5497619432277645	3.734229127148609
PDAC220T_F8-9kf1_fwd	14.77574750726404	22.28758084688877
PDAC220T_F8-9kf1_rev	6.606156308813199	24.569681919780727
PDAC220Tkf1_fwd	1.2900639871635067	8.459141734300125
PDAC220Tkf1_rev	0.8496044173865491	5.746123310046693
PDAC221T_F8-9kf1_fwd	12.92336795590673	9.180035622962688
PDAC221T_F8-9kf1_rev	5.792149261393032	9.915228645852574
PDAC221Tkf1_fwd	2.4143304314397485	18.973416726153808
PDAC221Tkf1_rev	0.6597552703625553	14.586302387622121
PDAC222T_F8-9kf1_fwd	1.4115869914698784	9.063029072973505
PDAC222T_F8-9kf1_rev	0.6558614083787697	7.545399480055637
PDAC222Tkf1_fwd	0.9433789724503937	5.07841544889599
PDAC222Tkf1_rev	0.3987604695554539	3.5107613777512583
PDAC223T_F8-9kf1_fwd	6.289448740154172	0.8189799313498138
PDAC223T_F8-9kf1_rev	2.715377090013494	1.508872279008631
PDAC223Tkf1_fwd	1.703368405982253	3.217075203202587
PDAC223Tkf1_rev	0.708875334602981	1.8715921319416464
PDAC224T_F8-9kf1_fwd	1.856019691217695	0.8457598009538638
PDAC224T_F8-9kf1_rev	0.6238709609743452	0.13628427505427532
PDAC224Tkf1_fwd	2.025694832415022	10.147405984888199
PDAC224Tkf1_rev	0.6651353192104266	7.707601135791972
PDAC225T_F8-9kf1_fwd	2.439570618581545	0.4737133865770189
PDAC225T_F8-9kf1_rev	0.8566432758787956	0.21965565798108622
PDAC225Tkf1_fwd	0.8306515792294857	7.206754940096918
PDAC225Tkf1_rev	0.44861112163259254	4.8419334401707745
PDAC226T_F8-9kf1_fwd	12.129432274205248	11.00453238449405
PDAC226T_F8-9kf1_rev	4.430009907997761	13.498670353922424
PDAC226Tkf1_fwd	2.1584916557569898	7.731587736625844
PDAC226Tkf1_rev	0.5660013260115875	6.539137729302868
PDAC227T_F8-9kf1_fwd	3.1174953116591975	1.4591850224985348
PDAC227T_F8-9kf1_rev	1.0116919736857328	1.0134915340524238
PDAC227Tkf1_fwd	2.8281916728974994	4.446995487043951
PDAC227Tkf1_rev	0.9021842397881311	2.7813294560443786
