EnsemblID	s17AAO2007-Pol	s17AAO2007-tot	s17T-Pol	s17T-tot	sDALJO-Pol	sDALJO-tot	sMAYCL-Pol	sMAYCL-tot
ENSG00000090273	3400	2335	2042	1535	2872	2100	3513	1794
ENSG00000142751	365	277	219	236	321	240	363	223
ENSG00000189266	391	541	436	284	244	428	519	174
ENSG00000158014	0	0	1	0	0	4	1	1
ENSG00000204138	279	319	289	201	77	140	209	102
ENSG00000142675	2	0	3	1	2	1	2	1
ENSG00000116237	568	864	724	565	438	774	653	276
ENSG00000158195	1179	981	1225	823	327	411	1584	382
ENSG00000130772	199	181	104	103	131	125	190	130
ENSG00000204160	147	245	164	122	148	289	126	132
ENSG00000090020	1016	748	1223	655	920	703	934	399
ENSG00000157978	240	247	182	152	74	116	394	259
ENSG00000158246	180	141	273	175	25	11	488	277
ENSG00000130770	869	1333	491	571	699	1306	815	1018
ENSG00000117305	607	538	351	312	400	362	789	450
ENSG00000162512	84	93	349	206	272	285	222	75
ENSG00000198746	262	208	198	165	158	128	326	189
ENSG00000158006	183	159	96	61	111	78	171	43
ENSG00000188529	556	487	397	236	324	361	492	124
ENSG00000142784	747	845	866	699	427	583	1024	722
ENSG00000117682	594	455	412	327	545	426	687	281
ENSG00000175793	3	1	4	2	6	1	12	5
ENSG00000126698	1542	1502	941	841	918	1177	1735	941
ENSG00000130766	1014	894	524	296	358	350	792	404
ENSG00000168528	1045	1436	1112	1017	2861	3894	1987	2503
ENSG00000196581	1	0	1	0	2	4	0	0
ENSG00000169403	1	2	1	0	0	2	4	0
ENSG00000117676	74	26	33	8	30	22	33	15
ENSG00000198830	2255	5022	1506	1617	1078	2675	1477	2160
ENSG00000084628	0	1	2	4	0	1	7	7
ENSG00000060688	900	687	513	502	554	480	984	521
ENSG00000171612	123	179	102	131	100	179	140	158
ENSG00000162458	2861	2667	1825	1362	1030	1001	2209	1163
ENSG00000188910	1	0	2	2	0	0	0	0
ENSG00000116138	172	114	212	115	141	81	137	30
ENSG00000142765	1	2	4	1	0	1	1	0
ENSG00000158161	79	74	80	50	63	59	87	20
ENSG00000142684	273	419	178	199	187	364	228	418
ENSG00000060642	310	273	309	220	232	202	328	288
ENSG00000121769	110	180	188	183	12	22	938	1333
ENSG00000162413	590	432	669	419	372	250	653	233
ENSG00000142627	1001	793	999	594	853	603	1104	528
ENSG00000142632	117	153	133	100	83	103	151	151
ENSG00000158292	18	25	75	69	38	48	30	32
ENSG00000142733	901	600	795	564	507	351	1136	587
ENSG00000189337	159	250	170	138	54	87	286	125
ENSG00000028137	25	19	35	37	99	103	23	6
ENSG00000142687	903	892	1128	740	744	858	1047	498
ENSG00000130939	1304	1057	1125	721	689	616	1373	488
ENSG00000127472	20	31	12	20	6	16	8	18
ENSG00000060656	21	21	151	93	70	49	50	21
ENSG00000163867	37	36	42	23	25	34	43	19
ENSG00000189280	4	1	2	4	13	19	0	0
ENSG00000134698	96	116	100	64	53	70	109	33
ENSG00000134690	361	269	57	29	64	45	71	31
ENSG00000132881	63	59	48	47	29	62	56	69
ENSG00000116251	1457	3535	1514	1733	1109	2874	1460	2167
ENSG00000158286	35	42	21	23	23	20	17	14
ENSG00000043514	304	275	186	154	169	186	300	122
ENSG00000162510	1	2	4	3	1	10	5	5
ENSG00000158008	86	101	127	118	145	244	90	109
ENSG00000130940	53	78	27	30	7	10	17	13
ENSG00000116771	38	53	22	16	34	47	19	21
ENSG00000162585	497	1300	508	653	373	1121	674	1629
ENSG00000163879	123	140	134	123	67	83	139	114
ENSG00000127129	0	1	0	2	0	0	1	0
ENSG00000010803	268	538	274	248	153	422	131	206
ENSG00000169991	111	86	117	58	73	62	107	14
ENSG00000116954	621	514	546	408	344	331	1008	318
ENSG00000117013	4	6	9	10	0	2	25	27
ENSG00000196449	225	319	174	181	307	352	315	265
ENSG00000253368	47	70	128	79	83	143	159	178
ENSG00000179862	41	56	82	65	51	56	75	83
ENSG00000116661	12	7	23	6	29	21	7	0
ENSG00000162461	0	1	1	0	1	0	0	0
ENSG00000179051	792	660	658	437	341	260	757	248
ENSG00000053372	697	661	364	318	567	575	510	324
ENSG00000126067	2151	1901	883	855	1523	1334	1718	1247
ENSG00000066136	865	704	506	461	545	515	967	807
ENSG00000132906	148	124	85	56	60	72	209	117
ENSG00000197312	60	50	59	20	36	33	71	1
ENSG00000173660	847	2454	891	1160	753	2114	787	1871
ENSG00000092847	189	153	200	125	108	87	203	24
ENSG00000054118	1986	1468	2306	1185	1014	720	2810	808
ENSG00000162373	4	8	13	13	6	5	7	11
ENSG00000197982	419	952	389	494	378	891	446	1015
ENSG00000183386	754	863	522	502	399	514	503	623
ENSG00000158315	25	12	33	15	30	26	10	5
ENSG00000243749	203	208	164	143	277	336	270	184
ENSG00000204084	297	250	247	150	97	110	314	133
ENSG00000186973	0	2	1	1	0	2	0	0
ENSG00000146463	942	804	920	565	505	573	973	261
ENSG00000183520	985	797	530	461	683	582	735	331
ENSG00000090686	1433	936	1102	601	970	579	1634	451
ENSG00000085998	1311	1860	1738	1170	1694	2441	1355	1496
ENSG00000211454	0	1	0	0	0	0	1	1
ENSG00000142686	182	181	184	110	113	145	190	71
ENSG00000117148	0	0	1	0	1	0	1	1
ENSG00000127125	487	646	347	358	382	500	702	442
ENSG00000197429	139	105	133	101	71	72	142	52
ENSG00000117000	308	290	436	217	216	172	504	144
ENSG00000178585	77	149	82	83	77	143	82	73
ENSG00000092853	224	160	133	58	82	104	97	25
ENSG00000198754	40	47	42	37	32	49	5	2
ENSG00000134697	1564	1182	1448	896	1846	1274	1602	579
ENSG00000116151	41	47	20	21	33	38	27	11
ENSG00000066056	2	1	0	1	7	1	0	0
ENSG00000116544	0	1	4	0	0	2	0	4
ENSG00000204060	11	16	11	3	0	2	0	2
ENSG00000117016	5	17	9	7	1	0	0	4
ENSG00000121310	173	202	151	150	128	183	271	263
ENSG00000169213	163	120	166	124	331	319	163	31
ENSG00000163866	234	374	178	183	143	283	212	250
ENSG00000171793	2061	1361	1114	749	2503	1612	1376	499
ENSG00000116990	2	6	2	3	9	16	7	8
ENSG00000143001	0	0	2	0	3	2	1	0
ENSG00000274386	1	0	2	0	1	1	3	2
ENSG00000117419	1029	1100	685	667	650	786	1141	1028
ENSG00000162384	704	763	336	401	420	505	558	520
ENSG00000162391	13	11	8	13	51	45	4	11
ENSG00000174348	591	554	3188	2098	1144	950	4614	2417
ENSG00000117859	1853	1723	1304	819	901	933	1726	732
ENSG00000040487	215	201	175	143	184	198	214	176
ENSG00000162396	92	61	78	57	42	59	115	56
ENSG00000203995	3	5	2	2	14	10	5	0
ENSG00000117713	1079	921	1174	805	593	436	1250	564
ENSG00000177868	71	200	97	124	50	148	84	170
ENSG00000162378	192	146	214	129	66	62	252	25
ENSG00000162599	89	74	152	105	19	16	217	83
ENSG00000240563	0	2	0	0	1	1	0	0
ENSG00000284773	4	5	7	3	8	7	17	1
ENSG00000117862	703	1070	574	588	734	1061	859	622
ENSG00000162551	2655	2346	500	339	292	283	6	11
ENSG00000183431	2092	1268	1202	751	1493	903	1679	578
ENSG00000169174	82	58	98	55	10	3	194	53
ENSG00000243725	406	327	196	151	329	242	343	144
ENSG00000116985	4	3	12	4	1	1	8	8
ENSG00000134716	5	1	4	0	1	0	0	1
ENSG00000171872	2	2	0	0	0	2	0	0
ENSG00000162407	378	300	1408	723	99	59	531	111
ENSG00000169218	0	0	0	1	0	1	1	0
ENSG00000163877	313	195	270	136	164	132	310	103
ENSG00000157184	344	237	264	160	254	150	505	254
ENSG00000198815	234	185	295	150	145	117	324	49
ENSG00000134744	533	470	515	231	279	222	482	163
ENSG00000162437	97	106	162	104	41	52	72	19
ENSG00000184292	28	15	18	18	57	35	139	53
ENSG00000186409	4	6	13	3	1	5	10	8
ENSG00000162595	8	2	6	4	52	49	2	2
ENSG00000171357	23	43	22	31	14	24	18	23
ENSG00000162385	417	404	224	185	353	309	297	213
ENSG00000086015	1568	1466	935	754	836	959	1317	916
ENSG00000184588	16	7	4	3	39	51	0	0
ENSG00000117472	3	8	5	2	4	2	4	5
ENSG00000123080	222	365	111	97	71	131	146	223
ENSG00000077549	9260	7727	4729	4425	5764	5291	8647	5266
ENSG00000162415	11	6	5	4	19	20	5	5
ENSG00000185483	837	546	1902	1006	42	42	2467	634
ENSG00000162600	246	241	215	142	147	108	192	125
ENSG00000116704	62	65	59	29	94	86	33	8
ENSG00000157193	184	121	135	84	218	204	78	30
ENSG00000116205	46	53	37	23	23	38	44	16
ENSG00000198841	74	90	50	56	75	67	111	67
ENSG00000116212	990	777	815	620	761	594	1716	1006
ENSG00000116729	2363	1346	2290	1245	6173	3575	902	338
ENSG00000162616	1424	960	1188	645	1265	1019	1877	466
ENSG00000162607	924	789	694	364	417	369	851	222
ENSG00000154027	329	301	213	132	1554	1335	115	37
ENSG00000132122	38	45	24	12	12	6	32	10
ENSG00000137960	21	34	8	9	9	11	39	12
ENSG00000116745	0	1	3	0	0	1	0	0
ENSG00000132855	1	3	1	0	1	0	2	0
ENSG00000172380	507	844	851	637	179	484	562	181
ENSG00000116675	51	27	72	45	19	23	75	10
ENSG00000162433	211	181	299	211	95	125	645	201
ENSG00000213625	361	501	454	384	297	499	482	150
ENSG00000085999	80	66	26	34	47	50	72	46
ENSG00000158966	57	44	128	88	130	85	5	4
ENSG00000203965	152	112	130	64	65	48	147	63
ENSG00000153898	6	5	1	1	8	6	0	0
ENSG00000117069	90	115	350	284	200	298	342	219
ENSG00000125703	231	238	149	122	125	186	214	96
ENSG00000162618	724	690	389	201	603	647	499	182
ENSG00000153936	105	89	157	80	92	98	126	32
ENSG00000174021	843	1978	757	1011	609	1395	711	1591
ENSG00000084072	652	598	383	304	513	576	768	528
ENSG00000180488	215	164	251	137	150	131	218	43
ENSG00000188786	104	84	105	69	44	69	148	21
ENSG00000117151	427	406	391	307	456	454	345	186
ENSG00000162434	3347	2035	3629	1985	2424	1587	4986	1053
ENSG00000137941	266	160	87	43	94	80	125	43
ENSG00000116717	1828	2022	2169	1775	1472	1785	2691	1565
ENSG00000066135	770	582	769	449	544	475	1053	340
ENSG00000284895	3	0	1	1	0	0	0	0
ENSG00000117174	396	296	408	189	298	267	465	132
ENSG00000122420	14	12	38	37	23	25	21	9
ENSG00000267561	6	4	1	0	9	14	0	1
ENSG00000143013	732	848	854	672	815	913	761	568
ENSG00000134748	423	394	242	174	236	194	303	117
ENSG00000097096	46	40	45	24	48	43	51	10
ENSG00000142892	833	575	704	431	733	564	735	200
ENSG00000184005	14	9	3	1	0	0	0	2
ENSG00000058804	453	408	254	138	165	165	162	71
ENSG00000162402	599	375	562	254	295	224	636	85
ENSG00000116641	2227	1533	2332	1154	1682	1204	2581	684
ENSG00000172260	447	316	508	226	563	409	605	248
ENSG00000185104	1066	815	700	452	737	602	1056	498
ENSG00000117480	12	13	14	4	10	2	12	8
ENSG00000137944	293	262	397	292	587	482	1030	372
ENSG00000182183	0	0	1	1	1	1	0	1
ENSG00000271949	15	14	21	24	15	18	24	4
ENSG00000067334	1614	1200	1018	648	1075	813	1553	421
ENSG00000122417	180	171	138	65	121	142	118	37
ENSG00000142949	4573	2991	3465	1734	5073	3895	2719	948
ENSG00000116133	1757	1162	1370	785	872	665	799	211
ENSG00000171502	7	8	3	2	4	1	0	0
ENSG00000116157	689	1147	370	367	218	437	147	133
ENSG00000143036	19	23	49	34	44	47	55	41
ENSG00000065243	510	345	412	188	267	213	377	30
ENSG00000117500	524	473	479	280	507	586	511	170
ENSG00000171790	1	4	0	1	0	2	1	0
ENSG00000117528	741	478	629	276	578	311	903	131
ENSG00000066185	20	21	10	13	6	9	17	22
ENSG00000172339	123	198	89	106	96	228	92	177
ENSG00000036549	426	530	514	298	270	389	485	137
ENSG00000058799	365	309	285	202	352	351	341	213
ENSG00000283761	4	0	5	5	1	3	2	3
ENSG00000142700	1	4	0	0	0	1	1	0
ENSG00000127124	52	41	43	30	40	63	19	7
ENSG00000097033	2577	2366	1714	1301	1839	2048	2308	960
ENSG00000162604	274	580	351	411	354	737	510	521
ENSG00000116171	1362	1409	1335	1066	1304	1349	2445	862
ENSG00000137936	1347	1000	1078	765	1268	1017	897	320
ENSG00000178028	804	558	402	266	649	389	569	382
ENSG00000168710	1269	911	1081	717	940	687	1877	418
ENSG00000117519	6344	5062	5080	3435	4619	3890	10280	3743
ENSG00000188641	520	296	371	232	381	296	473	87
ENSG00000152078	3	2	1	5	0	3	1	1
ENSG00000171492	624	615	1010	723	805	821	1233	657
ENSG00000170989	11	5	3	0	35	34	0	0
ENSG00000186086	0	0	1	2	1	9	0	2
ENSG00000055732	2	1	1	0	2	0	0	0
ENSG00000116299	17	18	25	13	16	18	37	38
ENSG00000137962	2018	1583	2540	1376	761	590	1213	215
ENSG00000198691	10	11	15	10	4	3	27	13
ENSG00000079739	2677	1994	3548	2488	2140	1629	8483	4247
ENSG00000162377	168	214	157	93	96	160	138	61
ENSG00000116670	353	526	199	237	224	414	246	370
ENSG00000116774	2160	1606	1433	984	1093	736	633	334
ENSG00000269113	34	48	194	172	1	7	574	575
ENSG00000023909	314	290	353	254	347	262	435	167
ENSG00000117133	907	766	511	438	565	573	734	412
ENSG00000069702	25	25	92	43	63	65	89	4
ENSG00000117461	2	1	2	0	0	0	8	0
ENSG00000198198	403	354	507	285	141	145	370	200
ENSG00000116793	428	530	408	292	302	412	452	296
ENSG00000134201	147	138	74	73	155	167	124	116
ENSG00000116455	754	586	340	325	562	508	587	268
ENSG00000213366	243	181	241	268	335	324	287	187
ENSG00000117525	212	183	1285	752	5490	4564	1511	504
ENSG00000099260	321	293	392	253	118	63	224	93
ENSG00000162692	21	30	334	187	16	9	28	4
ENSG00000163349	323	240	471	282	131	83	457	36
ENSG00000134222	219	248	58	58	79	108	60	56
ENSG00000181656	0	1	2	1	1	0	1	0
ENSG00000122481	86	107	53	54	62	69	89	43
ENSG00000198162	389	332	668	321	325	302	371	79
ENSG00000196369	275	249	457	248	171	192	608	172
ENSG00000117543	312	484	218	217	237	242	264	180
ENSG00000143079	604	443	600	311	474	428	754	116
ENSG00000134243	871	627	668	405	761	718	617	236
ENSG00000134250	2128	1345	2962	1836	1156	1011	2105	328
ENSG00000162643	32	32	19	6	20	21	50	11
ENSG00000143093	950	640	867	540	874	560	1409	547
ENSG00000085491	546	369	405	225	387	240	691	86
ENSG00000117598	1	1	0	0	1	1	0	0
ENSG00000173947	12	12	10	12	3	2	10	13
ENSG00000134198	55	106	84	70	48	75	114	35
ENSG00000215784	16	22	10	3	11	8	10	8
ENSG00000155363	1118	695	737	450	688	431	792	477
ENSG00000198799	87	56	102	72	39	41	89	19
ENSG00000143106	1628	1596	870	856	1293	1285	1613	1111
ENSG00000117620	69	55	52	34	59	86	65	21
ENSG00000162688	283	201	376	120	149	67	422	31
ENSG00000197106	5	4	31	28	6	3	4	1
ENSG00000271601	310	265	205	192	150	164	294	126
ENSG00000134242	1	1	1	1	32	18	2	0
ENSG00000060718	625	463	491	240	929	672	85	26
ENSG00000185946	131	92	84	57	132	77	141	69
ENSG00000162627	1084	1227	687	612	601	825	1184	658
ENSG00000134262	385	285	260	206	247	170	373	181
ENSG00000186141	762	652	602	407	634	496	909	412
ENSG00000031698	11864	8900	4954	3822	5502	3936	8503	4691
ENSG00000162695	179	131	196	110	136	96	180	27
ENSG00000134184	11	22	21	16	31	30	25	30
ENSG00000265808	1666	1530	1647	1242	1749	1905	2633	814
ENSG00000162601	57	47	61	32	21	23	61	7
ENSG00000272031	49	66	44	35	39	43	86	47
ENSG00000174332	187	228	155	123	48	38	18	26
ENSG00000134247	236	124	593	328	369	267	603	139
ENSG00000116752	774	726	401	349	475	506	611	244
ENSG00000162664	548	432	429	235	306	255	368	131
ENSG00000134253	67	56	43	25	25	19	58	24
ENSG00000173218	204	153	185	98	133	116	183	33
ENSG00000121933	1	0	1	0	2	2	0	0
ENSG00000183508	4	0	7	4	17	10	5	1
ENSG00000174827	21	19	11	9	19	19	20	8
ENSG00000136631	910	572	574	391	640	385	906	362
ENSG00000286019	84	152	109	129	1278	1854	114	129
ENSG00000265491	277	378	306	237	216	392	302	158
ENSG00000143398	689	521	654	514	554	450	1042	317
ENSG00000196505	182	155	117	106	137	157	198	100
ENSG00000117360	725	499	488	323	596	432	553	256
ENSG00000118655	151	132	136	114	62	77	144	77
ENSG00000269713	243	303	214	178	150	236	288	68
ENSG00000268043	362	314	335	153	122	152	338	69
ENSG00000116489	2083	1835	1167	877	1354	1429	2276	629
ENSG00000155367	24	37	15	13	11	20	58	32
ENSG00000143442	378	357	455	253	185	175	350	124
ENSG00000118292	125	220	122	118	122	202	130	128
ENSG00000065183	1019	609	809	450	611	386	909	225
ENSG00000023902	782	1152	460	403	492	866	599	738
ENSG00000163393	10	14	16	11	13	23	25	8
ENSG00000131778	1147	970	837	651	791	693	952	388
ENSG00000163156	433	678	273	318	322	554	388	722
ENSG00000143631	15	9	2	11	13	19	198	51
ENSG00000159377	4655	4546	2340	2314	3863	3728	4841	4261
ENSG00000156150	48	30	64	28	32	34	80	66
ENSG00000197323	427	319	398	219	248	192	514	197
ENSG00000178104	2226	1624	1671	1102	2126	1720	2296	741
ENSG00000079335	31	25	33	12	16	21	29	9
ENSG00000117362	928	1667	1158	1113	862	1351	1381	1636
ENSG00000160685	342	449	341	300	172	245	318	317
ENSG00000171943	309	257	439	242	163	149	693	155
ENSG00000155761	0	2	3	0	0	0	1	0
ENSG00000159208	114	105	96	111	29	29	91	94
ENSG00000143373	516	441	471	339	306	242	670	405
ENSG00000116830	342	196	201	98	174	138	263	71
ENSG00000286219	135	244	166	196	1138	1669	159	217
ENSG00000173207	327	625	144	162	115	256	164	280
ENSG00000143614	221	149	239	148	81	78	320	58
ENSG00000169418	109	89	1107	692	48	51	535	298
ENSG00000081026	140	91	151	73	52	35	162	35
ENSG00000116473	689	954	551	511	568	807	998	486
ENSG00000085465	3	7	4	6	5	1	10	12
ENSG00000143554	278	185	276	191	237	139	635	408
ENSG00000143458	88	107	88	39	50	87	96	42
ENSG00000118298	4	3	1	3	0	2	8	1
ENSG00000143595	0	1	1	0	0	1	0	1
ENSG00000143416	429	284	522	384	175	108	1070	699
ENSG00000131781	18	13	20	15	9	5	23	10
ENSG00000286106	3	11	0	0	1	3	7	4
ENSG00000121851	200	337	165	171	136	297	368	253
ENSG00000134202	407	364	309	311	1101	914	937	756
ENSG00000163155	68	67	63	41	39	35	43	60
ENSG00000143603	1	0	1	3	1	2	1	0
ENSG00000160688	529	634	317	299	360	366	386	509
ENSG00000116459	3417	3104	1789	1557	2689	2355	3053	1634
ENSG00000163344	413	513	341	309	242	301	466	395
ENSG00000143552	5	9	0	4	0	0	4	4
ENSG00000186364	46	91	48	43	35	78	27	44
ENSG00000175984	41	21	38	14	6	17	59	16
ENSG00000143127	102	81	244	134	6	11	7	4
ENSG00000143549	4954	4096	3027	2174	4046	3991	4598	1713
ENSG00000088035	256	179	165	95	129	72	141	61
ENSG00000163354	0	0	1	4	0	1	3	6
ENSG00000024526	373	315	61	32	62	37	66	10
ENSG00000273136	1124	884	399	278	721	661	1391	378
ENSG00000162825	148	141	92	63	120	121	162	33
ENSG00000258465	44	66	46	52	29	52	61	34
ENSG00000117262	707	507	447	300	566	411	564	238
ENSG00000163263	0	0	0	1	2	1	0	0
ENSG00000143624	1288	837	1048	663	650	444	1351	616
ENSG00000253831	1	2	5	0	1	2	2	0
ENSG00000270629	1309	1032	1002	616	666	714	2146	639
ENSG00000137947	529	338	299	271	386	274	495	246
ENSG00000117586	79	98	49	38	117	154	405	152
ENSG00000239887	0	0	1	3	1	0	14	11
ENSG00000014914	213	238	224	221	121	148	286	293
ENSG00000184371	304	191	473	315	181	141	242	107
ENSG00000143375	3	0	4	1	1	0	7	5
ENSG00000271425	505	466	355	177	197	330	656	235
ENSG00000143569	3576	2618	3646	2504	2226	1825	4679	2432
ENSG00000162729	586	397	595	419	1068	776	664	449
ENSG00000143158	630	1023	564	653	856	1517	690	856
ENSG00000117281	1	2	0	0	1	3	0	2
ENSG00000000460	160	134	119	51	82	82	136	54
ENSG00000188859	1	2	2	0	0	2	0	0
ENSG00000264522	381	217	310	208	196	154	466	92
ENSG00000135862	10579	7257	11325	6185	4588	3453	8444	2188
ENSG00000158473	0	0	1	1	4	2	0	0
ENSG00000163191	6235	9135	4252	5204	4901	7699	9959	16620
ENSG00000215853	0	0	2	1	0	0	451	116
ENSG00000143198	1671	2206	1064	1148	1446	1718	2315	2775
ENSG00000143318	2	6	3	2	0	5	0	1
ENSG00000162736	2546	1790	2493	1693	2153	1540	3020	1541
ENSG00000135823	274	249	263	205	146	178	370	126
ENSG00000143621	4073	2867	2155	1563	3023	2140	3415	1698
ENSG00000143155	896	877	480	435	656	574	839	308
ENSG00000143156	359	259	189	132	305	209	324	127
ENSG00000198771	11	3	5	6	4	5	6	3
ENSG00000213064	44	40	38	32	43	43	55	27
ENSG00000143179	699	672	471	305	1035	1070	693	512
ENSG00000143315	194	170	158	88	160	105	120	46
ENSG00000116199	258	325	467	324	165	325	372	107
ENSG00000007933	58	47	34	22	9	7	1	0
ENSG00000116260	18293	12274	14913	8287	16851	10535	15901	7424
ENSG00000117475	479	366	387	207	504	417	507	153
ENSG00000143190	55	45	86	51	28	31	117	122
ENSG00000159348	1240	1003	1121	914	1736	1497	1563	957
ENSG00000075945	914	585	789	384	706	454	851	296
ENSG00000122432	10	8	3	5	8	2	0	1
ENSG00000122218	6025	4077	6321	3485	4638	3178	6513	2202
ENSG00000047410	1595	1236	2252	964	749	610	1889	761
ENSG00000018625	6	4	0	0	0	1	9	1
ENSG00000171806	82	96	63	55	32	43	68	50
ENSG00000162694	315	337	353	226	260	246	273	89
ENSG00000132716	1510	1167	1005	757	814	715	1529	828
ENSG00000183853	1185	833	1030	634	445	370	642	112
ENSG00000143401	730	412	340	160	281	190	425	60
ENSG00000118197	244	218	236	171	233	186	268	108
ENSG00000135842	1551	869	757	417	242	138	956	142
ENSG00000077152	343	295	97	74	161	154	112	78
ENSG00000143164	1790	1737	1431	979	1081	1230	2695	1142
ENSG00000133048	1	0	116	78	13	10	3	0
ENSG00000121454	1	4	2	2	0	1	1	2
ENSG00000126070	151	116	93	70	127	97	145	50
ENSG00000163157	2	5	0	2	1	0	1	2
ENSG00000117036	150	107	168	87	77	77	183	30
ENSG00000058085	88	79	147	101	89	84	103	37
ENSG00000183155	76	154	79	89	77	118	87	100
ENSG00000117533	75	99	102	77	45	80	86	40
ENSG00000116815	186	212	175	128	90	130	231	144
ENSG00000116741	194	199	72	53	85	86	22	2
ENSG00000122482	481	459	524	221	268	260	402	94
ENSG00000123843	10	1	14	0	13	0	21	1
ENSG00000131788	937	771	767	480	757	720	897	417
ENSG00000163485	9	6	15	15	11	13	17	7
ENSG00000123838	2	1	2	0	0	1	4	5
ENSG00000000971	374	238	2832	1332	608	399	1537	553
ENSG00000118200	786	663	966	456	459	406	1227	176
ENSG00000143228	520	346	63	24	87	44	44	21
ENSG00000174514	0	0	0	1	2	1	0	1
ENSG00000143178	5	4	13	6	6	11	14	12
ENSG00000162409	36	30	37	28	7	5	29	5
ENSG00000000457	111	86	103	59	103	84	181	77
ENSG00000143507	135	151	103	95	181	162	243	107
ENSG00000198483	93	83	62	79	82	102	36	15
ENSG00000143367	632	454	715	482	231	220	1868	630
ENSG00000197959	10	12	3	5	2	2	3	3
ENSG00000157064	18	33	22	20	21	40	11	11
