Sample	Top over-represented sequence	Sum of remaining over-represented sequences
PDAC210T_R2_fastq	0.31087364000435025	3.0453768251180335
PDAC211T_F8_9_R1	0.8380810726420723	5.458671545083321
PDAC211T_F8_9_R2	0.6785821507134144	6.6469977686539465
PDAC211T_R1	0.39973879040496624	2.5121202063261507
PDAC211T_R2	0.25076295071277466	1.5894448192068025
PDAC212T_F8-9_R1_fastq	3.134610918309723	1.388437797670461
PDAC212T_F8-9_R2_fastq	1.497679489258551	0.9156787849647137
PDAC212T_R1_fastq	0.853364893051409	4.804932995242185
PDAC212T_R2_fastq	0.28942867732951766	3.136540169243723
PDAC213T_F8-9_R1_fastq	2.8561803032275432	4.084068142824773
PDAC213T_F8-9_R2_fastq	1.4962568049294995	6.231190069361374
PDAC213T_R1_fastq	1.9540370850062636	4.749479944549794
PDAC213T_R2_fastq	0.5494939852248121	3.14766754309386
PDAC214T_F8-9_R1_fastq	5.845896071683142	5.971065327573926
PDAC214T_F8-9_R2_fastq	2.7295991843662675	8.473818103353295
PDAC214T_R1_fastq	2.81592219976557	2.2404935540682516
PDAC214T_R2_fastq	1.2854378949448626	2.467037215607128
PDAC215T_F8-9_R1_fastq	6.28756439655226	18.10336867936747
PDAC215T_F8-9_R2_fastq	2.931364892736283	25.410357168257214
PDAC215T_R1_fastq	2.49381609742018	5.996232750968136
PDAC215T_R2_fastq	1.0451812979637005	5.258746465256804
PDAC216T_F8-9_R1_fastq	1.531501191047278	2.0641423053687875
PDAC216T_F8-9_R2_fastq	0.687454538689652	2.6656907662380487
PDAC216T_R1_fastq	0.7072336499520169	5.822407295817331
PDAC216T_R2_fastq	0.44800563653133113	2.993735251813313
PDAC217T_F8-9_R1_fastq	3.3327143090088795	10.24472447599019
PDAC217T_F8-9_R2_fastq	1.3047871910171536	11.960670196620717
PDAC217T_R1_fastq	1.980792603988733	5.569533909498638
PDAC217T_R2_fastq	0.7008623916242113	4.677926839831458
PDAC218T_F8-9_R1_fastq	1.2092090351952824	1.3793220178984982
PDAC218T_F8-9_R2_fastq	0.5368139294937805	0.8381102034116638
PDAC218T_R1_fastq	1.2769039061636993	9.930156557817211
PDAC218T_R2_fastq	0.4412555113072553	8.245527158001764
PDAC219T_F8-9_R1_fastq	3.0427535108763766	5.770181401565965
PDAC219T_F8-9_R2_fastq	1.4561921511903584	6.2605542378186225
PDAC219T_R1_fastq	1.3445617402910421	4.911207347882196
PDAC219T_R2_fastq	0.5047278061436576	3.2133708776578818
PDAC220T_F8-9_R1_fastq	6.961348073987948	20.110756542371156
PDAC220T_F8-9_R2_fastq	3.23698103308383	24.35567557450297
PDAC220T_R1_fastq	1.1152476964970883	7.919597638917955
PDAC220T_R2_fastq	0.7954055199251268	5.080128631022933
PDAC221T_F8-9_R1_fastq	7.083718295267291	5.445469026637765
PDAC221T_F8-9_R2_fastq	3.322899892508103	5.7356376594131415
PDAC221T_R1_fastq	2.040802334112657	16.841470930832656
PDAC221T_R2_fastq	0.5989553553180453	12.94730036097184
PDAC222T_F8_9_R1	1.0752985839119906	9.140216939282814
PDAC222T_F8_9_R2	0.5997031412475023	8.435015370546253
PDAC222T_R1	0.8816024698955687	4.261902979669527
PDAC222T_R2	0.37264418802811566	3.0351989470595164
PDAC223T_F8-9_R1_fastq	2.522570725198775	2.9655422379358685
PDAC223T_F8-9_R2_fastq	1.1305835317801394	4.031934837523428
PDAC223T_R1_fastq	1.2252369512546415	2.210289299290696
PDAC223T_R2_fastq	0.5326691184572094	1.2058315714375998
PDAC224T_F8-9_R1_fastq	1.619489470219792	0.8007688204432324
PDAC224T_F8-9_R2_fastq	0.5767266508116815	0.12904931940285758
PDAC224T_R1_fastq	1.5677771762103423	7.322979545282594
PDAC224T_R2_fastq	0.5427642452460089	6.032598744995969
PDAC225T_F8-9_R1_fastq	1.9462341892934931	1.0685733461587346
PDAC225T_F8-9_R2_fastq	0.7234888848209191	0.4898052271535356
PDAC225T_R1_fastq	0.789978100220352	6.597201769112204
PDAC225T_R2_fastq	0.42665152233767367	4.4042616297512005
PDAC226T_F8-9_R1_fastq	4.3340609375678065	18.493500356697627
PDAC226T_F8-9_R2_fastq	1.6784038097866691	22.311869548637638
PDAC226T_R1_fastq	1.8828963362787992	6.821860431204012
PDAC226T_R2_fastq	0.5174741982543832	5.607261406878907
PDAC227T_F8-9_R1_fastq	2.454487969349095	1.1755049392308736
PDAC227T_F8-9_R2_fastq	0.8298210116444521	1.1354710160228492
PDAC227T_R1_fastq	1.4235003667176855	4.194143973493529
PDAC227T_R2_fastq	0.6190997834217569	4.373000513467443
